Gene,PFASdil17,PFASdil31,PFASdil50,PFASdil56,PFASdil4,PFASdil63,PFASdil84,PFASdil86,PFASdil7,PFASdil9,PFASdil24,PFASdil93,PFASdil1,PFASdil57,PFASdil72,PFASdil87,PFASdil13,PFASdil34,PFASdil45,PFASdil74,PFASdil40,PFASdil61,PFASdil90,PFASdil91,PFASdil10,PFASdil38,PFASdil39,PFASdil70,PFASdil16,PFASdil80,PFASdil95,PFASdil96
Acer3,220.6006701,215.4299149,175.1270963,219.6062477,209.0448435,175.4597905,200.1612989,211.9001666,171.754938,184.271259,237.3809407,229.284316,170.8605608,254.1472225,187.6818044,171.4777993,184.41072,198.6475453,239.2925073,174.1365355,167.2202691,196.8883825,167.1993416,141.8419941,220.7999215,236.6737718,223.8696244,201.2760961,154.8756388,164.9804384,157.2887205,170.1182111
Ache,5.935444038,8.39337331,15.71653428,9.760277675,11.71371968,14.70920399,22.35303846,10.89206464,11.26261889,6.753396927,12.6473452,10.32812234,10.05062122,20.76689367,18.56193669,22.22860362,14.97752041,15.81273992,22.52164775,13.5555387,19.49193321,6.470510224,19.90468352,15.15868639,7.180485253,7.791729113,14.66394919,19.27111559,21.16313077,3.213904644,9.374824401,6.186116768
Acly,5270.674306,12878.23245,4279.387763,9311.304902,7255.297758,8237.154234,20403.24388,6305.515237,9927.99855,7132.551925,8256.770672,8155.085403,13370.34141,7528.493404,11704.3323,6651.645006,8129.985296,7686.968194,8291.719978,14004.95694,4508.791919,8271.160784,4933.375811,3501.656556,8454.123824,5126.957756,10048.71558,7894.733685,4333.632005,9807.765673,2154.126318,3165.229747
Acmsd,185.9772465,188.384601,204.3149457,84.91441577,162.1899648,418.1616563,391.1781731,262.399739,122.0117046,137.9622515,175.1170874,237.5468139,270.3617108,115.7012647,338.2397353,209.5839769,217.1740459,172.9518429,147.3291123,161.6237306,170.2979428,122.0153357,167.1993416,224.1320059,111.2975214,132.4593949,96.78206468,124.1916338,496.3716125,366.3851294,431.2419224,321.678072
Aco1,3567.201867,3453.406818,3235.360843,3192.586827,3333.003776,3081.578236,3646.593411,3208.208129,3017.44331,3145.153426,3654.109891,3293.638216,4181.058428,3234.690914,3283.400358,3185.041347,3422.363413,2797.86667,2996.317552,3398.269278,3530.091694,2970.888552,3080.249775,3170.330982,3540.87679,3696.201498,3194.785731,3462.3771,3811.287459,3547.079426,3280.146893,3580.730589
Aco2,3429.697413,3739.714108,3438.553179,4050.515235,3561.871838,3592.197746,3796.968397,3671.61597,4762.210686,4203.507201,4338.039405,4370.861376,4274.529205,3493.782635,4133.124571,4090.063065,4211.491519,4451.286288,4001.346083,5097.925283,4073.814041,3583.738306,3922.217888,3707.381585,5964.290563,6485.64052,6095.314881,6329.490852,4583.741732,4564.815896,4238.462276,4748.875639
Acot11,285.8905545,418.7360685,209.9279936,253.7672195,285.6345491,393.9965354,480.5903269,396.0750777,181.1404538,185.23603,283.105958,193.1358878,435.1918989,373.804086,540.3586016,306.9664309,205.9409056,234.2262101,230.8468894,139.7263219,322.1298436,259.7447676,219.9467529,187.3180532,170.5365247,111.0321399,97.75966129,112.4148409,322.2567639,307.4635443,168.7468392,245.3826318
Acot12,2203.038979,2227.041718,2662.829951,2326.850198,1972.410183,1708.368978,1831.933107,2112.070352,2702.089981,2708.112168,2849.544161,2717.328989,2059.372288,1831.442242,1837.631733,2576.40101,2355.215084,2135.708186,2164.89339,2579.723287,2408.792588,1687.87881,2076.058491,2225.078609,3023.881852,4006.896696,3770.590136,3567.297618,2131.704444,2521.843844,2597.868006,2237.312231
Acot13,689.5007491,757.2687919,731.9414537,688.0995761,692.0105164,443.3774346,639.0936906,696.101949,931.0431614,729.3668681,697.5497316,762.215429,502.5310611,628.9402082,763.1018419,706.022791,708.6239342,1088.114166,805.1489069,1053.161083,618.6124066,811.5868538,873.8156067,589.0232425,944.2338107,891.1790173,1101.751383,957.1320741,541.5837555,662.0643567,747.9026578,602.1153655
Acot2,148.3861009,194.9127802,171.7592675,282.0720248,169.3984077,112.4203448,174.7601189,201.0081019,1051.177763,656.0442729,840.5620196,610.3920306,180.911182,189.8687421,159.8388993,158.7757401,269.5953673,337.0090196,292.7814207,646.4949224,209.2818092,197.8127411,202.0325378,149.4213373,1943.218821,4343.888981,4137.188866,3839.234472,150.0658363,228.1872297,166.6635449,168.0561722
Acot3,394.7070285,284.4420955,1344.886291,940.8907679,369.4326976,126.0788913,407.4349283,607.9752442,2184.948064,1104.662783,854.1822376,1560.579286,293.4781397,435.1158673,626.9809728,1062.738954,748.8760203,813.3678097,277.7669889,3065.637213,306.7414753,174.7037761,350.32243,221.9664793,3962.730299,3617.310241,4848.8792,2341.440544,230.8705175,339.6025907,324.9939126,345.3915196
Acot4,1436.377457,1239.421459,2049.885114,1745.137648,1362.395704,993.9219267,1566.744787,1992.257641,2948.929045,1936.295376,1673.341058,2343.45096,1536.739985,1498.183043,1793.289328,2233.445411,1738.328462,1682.080209,1193.647331,4015.567655,1475.231577,977.0470439,1435.127682,1171.549905,3907.979099,3805.285706,4498.899613,3858.505587,1412.157998,1449.470995,1319.766946,1342.387339
Acot6,35.61266423,40.10167248,26.9426302,41.969194,50.45910015,35.72235255,34.54560489,37.62713238,76.96122907,65.60442729,38.91490832,48.54217502,31.15692579,51.42278432,17.53071799,30.69664309,34.63551594,51.39140474,40.35128554,61.521291,32.82851909,86.88970873,26.87132276,47.64158579,118.4780067,139.2771579,122.1995766,162.7338649,42.32626153,51.42247431,59.37388787,31.9616033
Acot7,455.0507096,385.1625752,459.147323,419.69194,367.6305868,337.2610343,459.2533357,432.7120224,461.7673744,472.7377849,505.8938081,447.2076975,343.7312458,353.0371923,556.8581008,362.0086875,445.5812321,562.3405634,440.110533,595.4009688,381.6315345,326.298587,443.8744426,349.7325502,512.5071349,594.1193449,624.6842356,656.2885475,380.9363538,415.6650007,456.2414542,361.887831
Acot8,295.7829612,262.0597667,304.2271993,244.9829696,119.8403629,159.699929,151.3910332,181.204348,303.1521584,280.7483579,367.7458836,353.2217842,166.8403123,137.4570581,148.4954936,133.3716217,324.8249738,270.7931711,230.8468894,294.0509163,169.2720516,153.4435282,149.2851264,125.6005444,439.8047217,602.8850401,530.8349608,599.5458182,203.9356238,173.5508508,128.1226001,173.2112695
Acox1,55724.91635,51734.88789,44430.64242,54354.98637,36235.04024,24851.20014,34723.41316,31596.88932,109445.4376,91848.12774,97993.57638,79924.17476,43200.58519,32759.28031,35618.29408,35234.45374,72581.99998,60206.01895,60766.22082,87458.25019,52645.65982,45345.33565,38472.76755,35260.1873,141094.7401,243887.939,197134.3122,199516.0009,46948.48168,65385.81869,46152.26053,39659.1946
Acox2,3465.310077,3125.132662,3628.2742,3395.600603,3002.316459,3274.899203,3485.041906,3538.930819,3043.722754,3306.270181,4464.512857,3474.380357,4264.478584,3461.148945,2672.918884,2834.676213,3352.156286,3011.338659,3221.53403,2573.466885,3877.868818,2578.036145,3490.286256,2984.095692,3499.589,4551.343768,3484.154328,3588.709969,3986.364268,4439.473615,3525.975622,3403.395242
Acox3,589.5874411,665.8742826,511.9099738,648.0824376,689.3073503,612.5332804,587.2752832,633.7201243,633.5223124,525.8001893,622.6385331,610.3920306,686.4574294,572.5729254,584.7010059,688.0282071,575.6984406,540.598046,653.1277846,529.7087429,698.6319219,607.3036025,580.2215247,676.7270709,588.7997907,541.5251734,515.193415,664.8534877,661.8288167,620.2835963,590.6139373,763.9854209
Acp1,806.2311485,749.8080157,987.8964406,748.6132977,705.5263468,781.6891263,777.2761101,852.5516047,715.1762994,793.0417534,815.2673292,971.8763126,750.7814052,694.2075883,785.7886534,918.7822828,751.6843054,876.6187694,682.2182463,858.1698728,739.6675708,794.948399,879.7870117,918.1832898,810.4972729,802.5480986,848.55386,768.7033884,781.1119174,749.9110837,843.7341961,767.0784793
Acp2,1267.217302,1154.555129,1060.866064,1108.767544,1212.820514,1406.830296,1167.438236,1270.410812,1209.792979,1049.670837,1072.105724,905.7763296,1303.565572,1048.23368,1129.184482,1202.461605,1227.220578,1085.149277,1100.745534,971.8278511,1382.901367,1252.505908,1332.618562,1339.378219,1301.462952,1223.301471,1017.678074,1236.56325,1849.850021,1605.881021,1666.635449,1821.811388
Acp5,2282.178233,1743.023857,1814.1371,1973.528146,1961.597518,1997.29977,1712.039537,1818.974794,2270.356257,1864.902323,1976.877342,1890.046389,1969.921759,1978.788297,1837.631733,1904.250376,1936.780608,2097.164632,1949.999334,1655.861188,1936.882626,1822.835166,2001.415928,1930.566988,1981.81393,1682.039522,1738.166778,1851.097714,1962.399398,1576.955879,1834.340641,1866.145225
Acp6,734.0165793,580.0753554,717.347529,665.6509374,696.5157932,691.3325875,673.6392954,637.6808751,580.9634243,634.8193111,631.3943874,622.7857774,675.4017461,788.1530597,570.263944,707.081296,593.4842461,722.4445551,649.3741767,656.9222598,787.8844582,641.5048708,631.9737019,766.5964259,536.7412726,611.6507354,608.0650932,525.6732085,625.2743181,669.5634675,659.3626495,592.8361903
Acsbg1,7.913925384,0,3.367828775,1.952055535,0.90105536,4.202629711,0,3.960750777,5.631309444,0,1.945745416,1.032812234,0,1.977799397,0,3.175514802,4.680475127,4.941481225,3.753607958,2.085467492,0,7.394868828,7.961873409,5.413816567,5.385363939,2.921898417,0,0,3.847841958,0,6.249882934,2.062038923
Acsl1,23304.53177,20719.50831,28021.45802,21270.57314,16231.61125,17344.25282,17182.37425,17843.18225,34521.80399,33920.38322,42463.94796,34525.88019,20689.20378,14369.70152,15878.70562,17632.57519,25837.1588,18577.00452,17961.95248,29200.71582,25575.46816,11208.77243,16619.41551,19863.29298,44219.22331,70717.73343,65716.97711,66312.97935,26961.8286,24939.90004,25832.84946,28536.55665
Acsl3,478.7924857,596.862102,359.2350693,714.4523258,326.1820403,321.5011729,857.5438391,363.3988838,762.1038781,486.2445787,560.3746798,462.699881,1019.132992,483.5719525,444.455262,248.7486595,495.1942684,560.3639709,584.6244394,740.3409595,269.8093913,371.5921586,227.9086263,173.2421301,691.1217056,971.0442407,1109.572156,968.908867,237.6042409,409.2371914,140.622366,208.2659312
Acsl4,726.102654,824.4157784,526.5038985,778.8701585,856.0025919,960.3008891,1126.796348,753.5328353,1008.00439,880.8359134,951.4695083,749.8216822,1198.03405,836.6091449,886.8480865,863.7400262,654.3304228,538.6214536,815.4713288,752.8537645,812.5058475,793.0996818,819.077727,826.1484081,1082.458152,1191.160588,1274.785983,1323.28327,864.80248,965.2426948,751.0275992,1181.548303
Acsl5,5389.383186,6634.495303,5879.106431,7747.708418,4835.063061,3897.939057,7020.886171,3828.065626,7857.553777,8043.29574,7259.576146,6937.399779,6083.641025,4900.986905,5410.804546,4511.348029,5780.386782,5411.910238,7404.930098,7109.358679,3991.742743,5937.15531,4485.520432,3520.063532,9848.933085,10949.32734,10349.81534,10204.0557,3452.476196,6464.233541,2909.320506,3151.826494
Acsl6,0.989240673,1.865194069,3.367828775,0,0,8.405259423,2.032094406,3.960750777,0,0.96477099,2.918618124,0,2.010124244,0.988899698,4.124874821,2.117009868,0,0,0,0,0,0.924358603,5.971405057,8.662106507,0.897560657,0,0.977596613,0,6.733723426,0,2.083294311,0
Acsm1,4788.914098,3472.058759,5147.164978,3773.323349,3876.340158,5302.668038,4879.058668,4542.981141,3170.427217,3247.419151,4186.271262,3656.15531,5538.897355,4469.826637,4240.371316,4719.873501,3871.689025,3258.41272,3105.172183,3352.388993,5577.770572,3558.780623,4009.798496,5630.36923,3644.096266,4115.980904,3710.956743,3885.271026,6514.396434,5843.949945,6804.039221,6106.72827
Acsm2,1.978481346,0,2.245219183,0,7.208442879,13.65854656,6.096283217,9.901876942,0,0.96477099,1.945745416,1.032812234,8.040496977,5.933398191,4.124874821,2.117009868,0,0.988296245,0,2.085467492,6.15534733,3.697434414,4.976170881,41.14500591,7.180485253,6.817762974,0,11.77679286,46.17410349,22.49733251,27.08282605,15.46529192
Acsm3,2243.597846,1736.495678,1916.294573,1758.802037,1494.850842,1418.387528,1453.963547,1694.211145,1943.74031,2194.854001,1809.543237,1701.04175,1510.60837,1440.826861,1417.92572,1868.261209,1541.748507,1467.619924,1540.856067,1914.459157,1830.189939,1469.73018,1429.156277,1533.192852,1902.828592,1926.505023,1733.278795,1666.951498,1216.880019,1376.622489,1320.808593,1358.88365
Acsm5,2113.018077,1732.76529,2339.518389,2006.71309,1982.321792,1782.965655,1872.574995,2104.14885,1730.689102,1617.920949,2039.141196,1847.701087,1986.002753,1964.943701,1496.298341,2283.195143,2114.638662,1969.674416,1697.569199,2082.33929,2638.592222,1449.39429,2202.453232,2531.500627,1788.838389,1722.9461,1672.667805,1465.675402,2534.76589,2304.36963,2645.783775,2285.770146
Acss1,13.84936942,5.595582206,6.73565755,7.80822214,8.109498239,3.151972284,11.17651923,3.960750777,0,2.894312969,10.70159979,3.098436703,2.010124244,9.888996984,1.031218705,7.409534538,4.680475127,3.95318498,13.13762785,4.170934983,2.051782443,23.10896509,14.92851264,8.662106507,7.180485253,18.50535664,36.17107468,23.55358572,9.619604894,5.35650774,3.124941467,10.31019461
Acss2,3418.815766,5228.138975,3801.156077,5466.731526,4424.181817,3228.670276,13280.75299,3017.101904,6367.133878,7208.768834,3472.182695,4970.925284,7336.953491,3570.916811,8770.515088,5468.236489,5008.108386,4982.001371,4740.80685,9633.817077,3136.149465,4937.92366,3414.648458,3324.083372,7122.14381,5439.600887,8494.33697,10364.64833,2918.588125,8076.542371,2930.153449,2322.886847
Acss3,536.1684447,741.4146424,483.844734,816.9352414,459.5382335,135.5348082,391.1781731,522.8191025,977.0321885,702.3532804,869.7482009,794.2326083,358.8071776,292.7143107,376.3948274,459.3911414,719.8570745,465.4875314,767.6128273,834.1869966,495.5054601,464.9523775,392.1222654,251.2010887,1188.370309,1084.998279,945.3359247,925.0135481,89.46232551,394.2389697,117.7061286,272.1891378
Acy1,671.6944169,526.9173244,579.2665493,459.7090785,601.003925,472.7958425,659.4146346,549.5541703,459.8902713,537.3774412,499.0836992,534.9967374,477.404508,484.5608522,768.2579354,621.3423963,648.7138526,673.0297429,487.9690345,736.1700245,502.6866986,427.9780334,474.726702,632.333775,495.4534824,451.9202886,444.8064589,470.0010968,610.8449108,617.0696917,599.9887617,537.1611394
Acy3,2345.489636,1965.914549,2100.402546,1874.949341,2060.713608,2164.354301,1863.43057,2214.059684,1917.460866,1911.21133,2140.319957,2127.593203,1993.038188,2036.144479,2329.523055,2240.854945,2270.030437,2974.771698,2215.567097,2111.535835,2650.902917,1756.281347,2241.267365,2815.184615,1997.072461,1937.218651,1728.390812,2173.353591,2458.771011,2754.31628,2680.158131,2363.096606
Acyp1,63.31140307,69.94477758,50.51743162,75.1541381,76.58970559,69.34339024,60.96283217,71.29351398,49.74323342,42.44992354,83.66705288,68.16560747,44.22273337,36.58928884,52.59215397,62.45179111,55.2296065,69.18073715,48.79690345,53.17942104,49.24277864,65.62946085,73.64732903,98.53146152,52.95607874,65.25573132,51.81262048,62.09581689,75.03291817,67.49199753,62.49882934,84.54359584
Acyp2,14.83861009,18.65194069,16.83914387,26.35274972,14.41688576,15.75986142,5.080236014,17.8233785,26.27944407,19.29541979,31.13192665,22.72186916,10.05062122,34.61148945,17.53071799,14.81906908,14.04142538,10.8712587,21.58324576,30.23927863,11.28480344,19.41153067,3.980936705,14.07592307,24.23413773,29.21898417,44.96944419,35.33037857,8.657644405,27.85384025,16.66635449,18.55835031
Ada,33.63418288,29.8431051,35.92350693,21.47261088,20.72427328,43.07695454,22.35303846,37.62713238,46.9275787,36.6612976,28.21330853,19.62343245,15.07593183,27.68919156,32.99899857,50.80823684,12.16923533,26.68399862,22.52164775,20.85467492,44.11332253,36.97434414,32.84272781,30.31737278,27.82438035,17.5313905,18.57433565,23.55358572,19.23920979,42.85206192,15.62470733,26.806506
Adcy1,2.967722019,6.528179241,0,11.71233321,3.60422144,12.60788913,10.16047203,1.980375388,4.69275787,2.894312969,0.972872708,5.164061172,6.030372733,6.922297889,7.218530937,4.234019736,4.680475127,5.92977747,8.445617905,0,4.103564887,8.319227431,0,7.579343194,6.282924596,8.765695252,2.932789839,7.494322728,0,8.570412385,15.62470733,1.031019461
Adcy10,0,0,0,0.976027767,0,0,2.032094406,0,0,0,0,1.032812234,0,0.988899698,5.156093526,0,2.808285076,0,0,0,0,0,0,0,2.69268197,0.973966139,0,0,0,0,0,0
Adcy2,1.978481346,3.730388138,4.490438366,0.976027767,1.80211072,10.50657428,9.144424825,2.970563083,0.938551574,6.753396927,0.972872708,0,4.020248488,3.955598794,2.062437411,7.409534538,0.936095025,1.97659249,0.938401989,4.170934983,3.077673665,1.848717207,0.995234176,1.082763313,0,0,2.932789839,5.353087663,3.847841958,3.213904644,1.041647156,4.124077846
Adcy3,51.44051499,35.43868731,32.55567816,52.70549944,35.14115904,56.7355011,34.54560489,54.46032318,48.80468185,30.87267166,49.6165081,36.14842821,32.16198791,55.37838311,63.93555973,46.5742171,55.2296065,22.73081364,69.44174722,40.66661609,29.75084543,51.76408179,56.72834804,40.0622426,41.2877902,33.11484873,20.52952887,32.11852598,25.01097272,32.13904644,40.62423907,32.99262277
Adcy4,193.8911719,163.204481,130.2227126,136.6438874,88.30342527,134.4841508,108.7170507,134.6655264,152.045355,125.4202286,168.3069785,132.199966,77.3897834,124.601362,141.2769626,112.201523,141.3503488,206.5539152,155.7747302,112.6152445,120.0292729,100.7550878,171.1802783,96.3659349,136.4292198,114.9280044,135.8859292,146.674602,154.8756388,131.7700904,112.4978928,109.2880629
Adcy5,68.25760643,37.30388138,37.04611652,59.53769382,93.70975743,52.53287139,70.10725699,59.41126165,34.72640824,53.06240442,46.69788998,72.29685641,35.17717427,58.34508221,84.55993383,41.28169243,59.91008163,69.18073715,38.47448157,55.26488853,63.60525574,44.36921297,56.72834804,81.20724851,54.75120005,41.88054398,47.90223403,50.31902403,88.50036502,53.5650774,44.79082769,63.92320661
Adcy6,808.2096298,877.5738094,762.2519127,975.0517397,745.1727826,434.9721751,560.8580559,671.3472567,1140.340162,994.6788902,666.4178049,922.3013254,572.8854096,717.9411811,555.8268821,677.4431578,833.1245726,789.6486998,1008.782139,1036.477343,777.625546,780.1586613,704.6257967,595.5198224,1085.150834,1047.987566,1088.06503,863.9883488,576.2143331,554.9342019,712.4866545,646.4492023
Adcy7,93.97786393,84.86633013,69.60179468,84.91441577,139.6635808,110.3190299,65.02702098,109.9108341,129.5201172,93.58278598,70.04683497,63.0015463,64.32397581,150.3127542,88.68480865,105.8504934,86.12074234,112.6657719,154.8363283,64.64949224,108.7444695,171.0063416,154.2612973,103.9452781,92.44874763,74.99539271,65.49897306,55.67211169,137.56035,54.63637895,68.74871227,163.9320944
Adcy8,1.978481346,0,0,0.976027767,0,1.050657428,0,0.990187694,1.877103148,1.929541979,0,0,0,0,0,0,0.936095025,0,0,3.128201237,0,1.848717207,1.990468352,1.082763313,2.69268197,0,1.955193226,0,1.923920979,0,0,0
Adcy9,403.6101946,351.589082,371.5837748,274.2638027,381.1464172,381.3886463,333.2634825,348.5460684,269.3643017,397.4856477,323.9666117,288.1546134,407.0501595,316.4479035,324.8338922,439.2795476,287.3811728,168.0103617,272.1365769,288.8372476,366.2431661,323.5255112,235.8704997,334.5738639,315.0437905,283.4241465,213.1160616,210.9116539,432.8822202,366.3851294,310.4108524,322.7090914
Adh1,37675.23103,34883.79207,40931.46832,39034.27851,33680.5483,32035.59563,36229.19511,32947.50534,43637.95543,40799.20038,38872.10192,42726.40933,32040.37539,35282.95234,41803.54387,36575.57949,38986.48562,43649.09196,38770.07819,41992.97341,36307.31623,31008.53371,32747.18533,31419.62583,45348.35461,45953.67038,54911.60175,49675.58289,43550.83724,40572.33223,45606.43742,34854.64391
Adh4,2227.769996,1783.12553,2158.778245,1260.051848,1889.51309,2583.566615,1770.970274,1965.522573,1186.32919,1611.167552,1908.776253,1695.877689,2533.76161,2010.433087,1513.829059,1797.341378,1727.095322,1233.393714,1329.715619,1228.340353,2485.73443,1677.710865,2061.129979,2404.817319,1281.716618,1472.636802,1238.614909,1468.887255,2162.48718,2089.038019,1991.629362,2121.838052
Adh5,4110.294996,3618.476494,4566.775819,3499.059546,3746.588186,4007.20743,4444.190465,3759.742675,3692.261892,3751.994378,3557.795493,3478.511606,3949.89414,3736.063061,4213.55963,4379.034912,3570.266427,3910.688242,3097.664967,3764.268822,4102.538995,3200.129485,3507.205237,4415.508792,3417.91098,3482.902914,3469.490379,3599.416144,4057.549344,4480.183074,4338.460403,3998.293471
Adh6b,3.956962692,3.730388138,0,1.952055535,1.80211072,1.050657428,4.064188811,0,0,3.859083958,1.945745416,1.032812234,0,2.966699095,0,3.175514802,0.936095025,0,4.692009947,0,0,0,0,2.165526627,1.795121313,0.973966139,2.932789839,0,0,1.071301548,0,1.031019461
Adh7,11.87088808,26.11271696,12.34870551,18.54452758,14.41688576,9.455916851,12.19256643,21.78412927,36.60351139,37.62606859,22.37607228,35.11561597,23.11642881,22.74469306,26.81168634,27.52112829,19.65799553,21.74251739,22.52164775,37.53841485,29.75084543,21.26024788,12.93804429,20.57250296,28.72194101,25.32311962,41.05905774,37.47161364,22.12509126,23.56863406,30.20776751,20.62038923
Adhfe1,2244.587087,2075.960999,1816.382319,1981.336368,1936.367968,1773.509738,1970.115526,2018.002521,2774.358453,2410.962703,2632.593548,2399.222821,2148.822817,1894.731822,1887.130231,2064.084621,2371.128699,2349.180174,2118.911692,2400.373083,2397.507785,2033.588928,2092.977472,2227.244136,2775.25755,3450.762031,3052.056625,3118.708872,2710.804659,2651.471331,2747.865197,2827.055363
Adi1,3867.931031,3360.147115,3884.229187,3420.001297,3414.999814,3364.205084,3266.591757,3723.10573,4128.688374,3712.438768,3218.262918,3494.003789,3485.555439,3147.66774,4023.815388,4162.041401,3729.402581,3934.407352,3413.906437,4169.892249,3840.936734,3110.466701,3839.613452,3853.554633,3573.188974,3237.463446,3650.345753,3859.576205,3527.509115,3686.348627,3948.884367,3437.418884
Adk,9192.024333,8683.410987,9048.233308,8214.249691,8004.074762,9013.590074,9678.865654,9686.016024,6918.063652,7340.942459,7531.980505,7840.077672,8960.128819,8349.280154,9543.929117,9440.805507,8859.20332,7999.269807,7704.280333,7839.272301,8060.427328,8077.969836,8468.447605,8445.553845,6418.456255,5735.686593,6188.18656,5842.359875,6933.811208,8430.071882,6867.579697,7121.25142
Ado,319.5247374,274.1835281,263.813254,327.9453299,326.1820403,325.7038026,266.2043671,290.1249944,291.8895395,301.9733197,255.8655222,277.8264911,285.4376427,279.8586147,318.6465799,232.8710855,317.3362136,258.9336162,282.4589988,297.1791176,279.0424123,300.4165461,288.6179111,305.3392544,260.2925904,338.9402164,300.1221602,297.631674,303.0175542,216.4029127,299.9943808,330.9572471
Adsl,260.170297,214.4973179,286.2654459,224.4863865,198.2321792,309.9439412,287.5413584,220.8118558,211.1741041,214.1791597,259.757013,234.4483772,260.3110896,254.1472225,244.3988331,221.2275312,267.7231773,237.1910988,244.9229192,240.8714953,234.9290898,252.3498987,203.0277719,239.2906923,266.575515,279.5282819,265.9062787,282.6430286,246.2618853,246.3993561,215.6209612,255.6928264
Afmid,2557.18714,1820.429411,2898.577966,1737.329426,1731.828402,1687.355829,3176.163556,2829.95643,2225.305782,2492.003466,2529.469041,2352.74627,2235.25816,1721.674375,3992.878827,3567.161628,3449.510169,3308.815828,1645.957089,2996.816785,3238.738587,1426.285325,2446.285605,3167.082692,2391.101589,3417.647182,3538.899739,2878.890545,5438.924607,4730.867636,5987.387851,4390.080867
Aga,273.0304257,229.4188705,202.0697265,216.6781644,216.2532864,236.3979213,234.7069038,190.1160373,277.8112659,204.5314498,197.4931597,187.9718267,218.0984805,203.7133379,212.4310533,190.5308881,168.4971046,176.9050279,205.5100357,243.9996965,221.5925039,218.1486304,214.970582,242.5389822,227.9804068,245.4394671,222.8920277,248.3832676,225.0987545,199.2620879,198.9546067,217.5451064
Agk,102.88103,117.5072263,103.2800824,117.1233321,123.4445843,159.699929,129.0379948,120.8028987,97.60936369,121.5611447,143.0122881,109.4780969,137.6935107,123.6124623,147.4642749,125.9620872,95.48169259,91.91155079,121.9922586,100.1024396,112.8480344,121.0909771,153.2660631,122.3522544,121.1706886,117.8499028,132.9531394,107.0617533,97.15800943,116.7718687,108.3313042,72.1713623
Agl,1110.917276,1280.455728,1242.728818,1238.579237,1216.424736,1010.732446,1263.96272,1249.61687,1034.283835,1087.296905,1186.904704,1266.227799,1318.641504,1353.803687,1071.436235,1183.408516,1073.700994,777.7891449,1159.864859,1136.579783,1311.088981,1033.432919,1223.142802,1087.094367,1105.794729,1014.872717,956.0894874,908.9542851,1238.04315,1207.356845,1137.478694,1133.090388
Agmat,2838.131491,2313.773242,2933.378863,2268.288532,2779.755785,3184.542664,3539.908454,3265.639015,2286.311634,2416.751329,2462.340824,2654.327443,3369.973295,2479.171544,3157.591675,3032.616636,2900.022389,3394.797602,2256.856785,2501.518256,3635.758489,2353.417004,2895.136218,3678.146976,2236.721156,2381.34721,2181.99564,2359.641042,3402.454251,3685.277325,3653.056575,3206.470525
Agpat1,390.7500658,325.476365,254.8323773,355.2741074,373.9379744,422.364286,362.7288514,316.8600621,378.2362843,409.0628996,399.850683,326.3686661,324.6350654,314.4701041,508.3908217,350.3651332,347.2912544,439.791829,315.3030684,364.956811,364.1913837,433.524185,389.1365629,378.9671597,367.1023085,333.0964196,365.6211332,355.4450208,451.1594695,308.5348458,627.0715877,499.0134193
Agpat2,4740.441305,5055.608524,4203.050311,4648.820257,3868.23066,4756.326176,4955.262208,4699.430797,5454.861748,5711.444258,5863.503811,5329.31113,4853.444988,4207.768217,4514.675492,3512.119371,5015.597146,6529.673291,5092.707597,5117.737224,4371.322495,4244.654707,3663.457002,3134.599792,5143.920123,6321.040243,8313.481596,5840.21864,2991.697122,4017.380805,2635.367304,3903.439681
Agpat3,6630.880231,6765.991485,5794.910712,6453.495599,5407.233215,4808.859047,4590.501262,5314.337355,7531.876381,7090.102002,7324.758618,7038.615378,5619.302325,4838.686224,4780.729918,4958.037111,6551.729083,6429.85537,6565.99872,6692.26518,5073.032091,5264.222247,5653.925355,4964.469792,7000.075561,7693.358533,7090.508233,7429.015058,4931.009469,4775.862301,4942.615754,4823.10904
Agpat4,19.78481346,21.44973179,19.08436306,27.32877749,36.0422144,28.36775055,18.28884965,23.76450466,19.70958305,25.08404573,13.62021791,24.78749363,12.06074547,30.65589065,21.65559281,20.11159375,17.78580548,16.80103617,30.96726565,29.19654488,32.82851909,22.18460648,24.8808544,21.65526627,18.84877379,11.68759367,23.46231871,9.635557793,21.16313077,11.78431703,13.54141302,27.83752546
Agpat5,137.5044535,122.1702115,108.8931304,150.3082762,125.246695,171.2571607,130.054042,133.6753387,167.0621802,149.5395034,137.1750518,129.1015293,138.6985729,119.6568635,122.7150259,159.834245,152.5834891,108.712587,158.5899362,109.4870433,111.8221432,196.8883825,141.323253,163.4972603,161.5609182,148.0428531,137.8411224,199.1348611,160.6474017,142.4831059,192.7047238,164.9631138
Agxt,3053.785957,2098.343327,3669.810755,2081.867228,2252.6384,3118.351246,2687.444851,3062.650538,1795.449161,2740.914381,2342.677481,2637.802447,2112.640581,2058.889172,2341.89768,2712.948146,3030.139597,3211.962796,2191.168645,2223.108346,2335.954312,1828.381318,2405.481004,4033.293343,2344.428435,2904.367027,2379.470156,2222.601998,2747.359158,2941.794051,3296.813248,2522.904622
Agxt2,2472.112442,2373.459453,2596.595985,2622.586611,2623.873208,2376.587102,2695.573229,2794.309673,2657.039506,2044.349727,2023.575232,1904.50576,2945.83708,2560.261319,2570.828232,2805.038075,2510.606858,2312.613213,2607.819129,2390.988479,2923.789982,2923.746263,2731.917814,2641.942485,2630.750284,2556.661115,2229.897874,2627.295425,2652.125069,3054.280714,2485.370113,2925.002212
