Gene,PFASdil17,PFASdil31,PFASdil50,PFASdil56,PFASdil4,PFASdil63,PFASdil84,PFASdil86,PFASdil7,PFASdil9,PFASdil24,PFASdil93,PFASdil1,PFASdil57,PFASdil72,PFASdil87,PFASdil13,PFASdil34,PFASdil45,PFASdil74,PFASdil40,PFASdil61,PFASdil90,PFASdil91,PFASdil10,PFASdil38,PFASdil39,PFASdil70,PFASdil16,PFASdil80,PFASdil95,PFASdil96
Cyp4b1,435.2658961,382.3647841,411.9977201,431.4042732,415.3865209,407.655082,413.5312115,393.1045146,346.3255308,346.3527852,435.8469731,400.731147,188.951679,360.9483899,471.2669483,396.9393503,363.2048699,479.3236789,361.2847659,286.7517801,426.7707482,359.5754967,413.0221831,437.4363786,403.9022955,363.2893699,380.2850824,415.3996026,442.5018251,572.0750267,515.615342,453.648563
Cyp4f13,1203.905899,838.4047339,1375.19675,1005.308601,1062.344269,1404.728981,1183.694991,1083.265337,1028.652525,1091.155989,1129.505214,1045.205981,1300.550386,1091.745267,1050.811861,1145.302339,953.8808309,1009.050466,782.6272592,1007.280798,1219.784663,695.1176698,997.2246445,1263.584787,1008.858178,1101.555703,1072.423484,1165.902493,1475.647391,1336.984332,1438.514722,1277.433113
Cyp4f14,4204.27286,3198.807828,4676.791559,2368.819392,3877.241214,6065.445331,5667.511297,4724.185489,1725.996345,2391.667283,2788.253181,2557.243093,5537.892293,3844.842028,4975.630253,4562.156266,2553.667229,1893.575606,1501.443183,1587.040761,3737.32172,2030.815852,3025.511895,4612.571715,998.9850108,891.1790173,733.1974597,1051.346417,3995.983873,4172.71953,3581.182921,4398.329022
Cyp4f15,2677.874502,1879.183024,2231.747868,1799.795203,1483.137122,1641.126902,1524.070804,1790.259351,2660.793712,2357.900298,3070.386266,2559.308717,1702.575235,1471.482751,1806.695172,1698.900419,2813.901646,2994.537623,2073.868397,2369.09107,2560.624489,1256.203342,1772.512068,2220.747556,2938.61359,4310.774132,3457.75922,3364.950905,4558.730759,3535.295109,3709.305521,3168.322805
Cyp4f18,12.86012875,18.65194069,23.57480142,14.64041651,28.83377152,29.41840798,15.24070804,23.76450466,15.95537676,11.57725187,16.53883603,12.39374681,12.06074547,33.62258975,32.99899857,13.76056414,7.488760203,42.49673854,62.87293329,31.28201237,23.5954981,73.94868828,43.79030375,35.73118934,20.6438951,6.817762974,15.64154581,8.56494026,37.51645909,10.71301548,21.87459027,34.02364223
Cyp4f39,4.946203365,9.325970344,12.34870551,10.73630544,5.406332159,7.354601995,9.144424825,5.941126165,14.07827361,1.929541979,1.945745416,4.131248938,13.06580759,15.82239518,1.031218705,0,20.59409056,5.92977747,5.630411936,4.170934983,5.129456108,8.319227431,0.995234176,1.082763313,2.69268197,25.32311962,12.70875597,19.27111559,12.50548636,9.641713933,2.083294311,0
Cyp4v3,7293.671482,6570.146107,6944.462934,5596.543219,7676.090611,8530.287657,6551.472364,8192.812982,5339.419904,4546.965674,6849.996736,5570.989193,7825.413683,7276.323981,7449.523927,8343.13589,5993.816448,5339.764612,6425.238421,5463.924828,10203.51409,6525.97174,8170.872586,9663.662572,5541.539494,5873.989785,4559.510603,5790.970234,8524.893857,8230.809794,7152.991018,9313.198795
Cyp51,1899.342092,2585.158979,2953.585836,2654.795528,2865.356044,2058.237901,6005.855016,1865.513616,2163.361378,2060.750834,1148.962668,1608.088649,6574.111341,2348.636784,2937.942091,2328.710855,2225.097875,1063.40676,1727.598063,2384.732077,2449.828237,3173.323086,2038.239593,1776.814597,1652.409169,1753.13905,2047.087307,3614.40479,1428.511327,2742.531963,1810.382757,1872.331342
Cyp7a1,648.9418815,1212.376145,1415.610695,1026.781211,1948.982743,961.3515465,3132.473526,3755.781924,1163.803952,454.4071361,791.9183842,1452.134002,1449.29958,1260.847116,914.6909916,1581.406371,2953.379805,245.0974688,343.4551281,519.2814054,1518.319008,1447.545573,1018.124562,893.2797336,505.3266497,309.7212322,210.1832718,824.3755001,1122.607891,1229.854177,805.1932513,1748.609007
Cyp7b1,2255.468734,1263.668982,2699.876068,837.4318245,1452.50124,5812.236891,2737.231164,2215.049872,979.8478432,1003.361829,1921.423598,1551.283976,3682.547615,2006.477488,2160.403187,1847.09111,1193.521157,702.6786302,824.8553487,663.1786623,3222.324327,655.3702499,1487.875093,4931.986893,750.3607089,1522.309075,1198.533447,2300.757077,4021.956806,3002.858239,2824.947086,3513.714324
Cyp8b1,9955.718133,13987.09032,10338.11173,12063.70321,9032.178927,7861.018875,13083.63983,11173.27794,17016.87859,10329.80298,11511.02988,13402.80437,14613.60326,6526.73801,8089.910743,9653.564999,14340.03969,14603.06532,10794.43808,13027.91542,13588.95512,8615.946543,8789.908244,7006.561401,12658.29794,20577.95659,15407.90022,23082.514,8519.122094,13487.68649,10261.26613,8659.532456
Dagla,55.39747769,42.89946358,56.13047958,63.44180489,68.48020735,88.25522394,59.94678496,54.46032318,59.12874916,83.93507609,52.53512623,56.80467289,44.22273337,69.22297889,83.52871513,59.27627631,46.80475127,64.23925593,60.99612931,95.93150461,63.60525574,71.17561247,96.53771509,71.46237869,51.16095742,45.77640854,46.92463742,35.33037857,68.29919475,47.13726812,81.24847814,64.95422607
Daglb,610.3614952,562.3560118,490.5803915,491.9179948,598.300759,627.2424844,584.2271416,609.9556196,567.8237023,508.4343115,530.2156258,481.2905013,599.0170248,593.3398191,568.2015066,613.9328618,554.168255,558.3873785,550.8419678,451.5037119,634.000775,579.5728444,614.0594867,600.933639,549.3071218,484.0611711,419.3889469,404.6934273,549.2794394,564.5759158,568.739347,520.664828
Dbi,7595.389887,8773.8729,10385.26133,8732.520436,7998.66843,6080.154535,9047.900341,7086.773327,9747.796647,10472.58909,11296.99788,12421.63274,8029.441293,7493.881915,8122.909741,7715.442464,9457.368042,9614.145872,9941.430676,9383.560978,7749.582288,10793.73541,8437.595345,7190.631165,12101.81033,14252.04651,15485.13035,14457.61916,6601.934839,9590.291458,8012.349921,5942.796176
Dbt,1119.820442,947.518587,1030.555605,886.2332129,824.4656543,975.010093,994.7102115,1159.50979,727.3774698,806.5485472,968.9812171,1071.026287,1061.345601,916.7100205,976.5641139,1135.775794,989.4524419,724.4211476,919.6339496,1016.665402,1015.632309,770.9150753,980.3056635,1341.543745,857.170427,858.0641686,713.6455274,764.4209182,1270.749806,1097.012785,990.606445,1236.192334
Dck,90.02090124,116.5746293,81.95050019,125.907582,135.158304,94.55916851,128.0219476,133.6753387,80.71543536,82.00553411,108.9617433,81.59216652,71.35941067,111.7456659,114.4652763,117.4940477,81.44026721,75.11051462,148.2675143,110.5297771,116.9515993,155.2922454,167.1993416,129.9315976,96.03899025,82.78712183,101.6700477,143.4627494,135.636429,104.9875517,88.54000823,91.76073207
Dct,54.40823701,38.23647841,42.65916448,14.64041651,87.40236991,72.49536252,190.0008269,99.01876942,28.15654722,26.04881672,16.53883603,15.49218352,241.2149093,38.56708824,109.3091828,134.4301266,43.06037117,39.5318498,19.70644178,26.06834364,76.94184162,49.91536459,35.82843034,49.80711242,29.61950167,35.06278101,22.4847221,29.97729091,44.25018251,81.41891765,43.74918054,83.51257637
Dctd,2.967722019,1.865194069,0,1.952055535,1.80211072,2.101314856,1.016047203,0.990187694,3.754206296,0.96477099,1.945745416,2.065624469,1.005062122,0.988899698,1.031218705,0,2.808285076,1.97659249,0,2.085467492,0,15.71409626,1.990468352,0,0.897560657,1.947932278,0,2.141235065,2.885881468,4.285206192,0,6.186116768
Dctpp1,300.7291646,286.3072896,300.8593706,215.7021366,225.26384,229.0433193,235.722951,229.723545,234.6378935,283.6426709,210.1405049,237.5468139,209.0529214,222.5024321,284.6163626,232.8710855,234.0237564,285.6176148,233.6620954,249.2133652,202.1005707,181.1742863,228.9038605,241.4562189,198.3609051,208.4287538,261.0182956,244.1007974,255.8814902,246.3993561,376.0346232,222.7002037
Dcxr,1556.075579,1136.835785,1631.151737,1123.40796,1135.329753,1093.734382,1412.305612,1280.312689,1343.067302,1384.44637,1255.005793,1419.08401,1038.229172,919.6767196,1391.114033,1313.604623,1501.496421,1741.377984,1067.901464,1378.494012,1269.027441,955.786796,1084.805252,1302.564266,1156.955686,1364.526561,1329.531394,1541.689247,1357.326251,1609.094925,1708.301335,1485.699044
Ddc,510.4481873,644.4245508,683.6692413,659.7947708,448.7255692,697.6365321,593.3715664,488.1625332,477.7227512,462.125304,829.8604199,564.9482922,707.563734,459.8383598,258.835895,374.7107467,603.7812914,485.2534563,765.7360234,255.4697677,502.6866986,503.7754389,660.835493,422.2776922,613.0339284,747.0320287,451.6496352,573.8509974,323.2187244,504.5830291,370.8263874,656.7593969
Ddo,316.5570154,347.8586938,309.8402473,297.6884691,324.3799296,377.1860166,384.0658427,340.6245668,413.9012441,375.2959149,378.4474834,403.8295837,332.6755624,357.9816908,392.8943267,460.4496463,322.0166887,328.1143534,274.9517829,408.7516284,280.0683035,320.7524354,388.1413287,380.049923,445.1900857,424.6492367,428.1873165,470.0010968,363.621065,409.2371914,313.5357939,392.8184148
Decr1,2969.7005,3085.03099,3179.230363,3038.37444,2422.036807,1987.843853,2195.678005,2329.911644,4228.174841,4153.33911,4882.848121,4194.250484,2327.723875,2223.046522,2140.810032,2296.955707,3195.828417,3262.365905,3238.425265,3892.525073,2902.246266,2489.297719,2749.832029,2201.257816,5614.241907,7248.256007,7221.50618,6797.350714,2426.064354,2799.310945,2666.616718,2697.146911
Decr2,3686.899988,3254.76365,3435.18535,3343.871131,1036.213664,658.7622073,994.7102115,916.9138048,5614.415516,5093.990825,4664.924634,4732.345658,929.6824629,867.2650355,981.7202074,1071.206993,4191.833524,4301.065258,3695.427034,5052.044998,1296.726504,1119.398269,1184.32867,1029.707911,5701.305291,6984.311184,6640.813791,6861.587766,926.3679513,1519.105595,1296.850709,1140.307524
Degs1,1395.81859,1366.254655,1359.480215,1361.558736,1393.031586,1209.306699,1288.347853,1388.243147,1397.503294,1522.408621,1386.343609,1429.412132,1117.62908,1351.825888,1333.365786,1269.147416,1409.759108,1054.512093,1334.407629,1255.45143,1211.577533,1341.244334,1423.184872,1214.860438,1307.745877,1284.661338,1399.91835,1309.365242,1327.505475,1242.709796,1235.393527,1235.161315
Degs2,2.967722019,0,5.613047958,0.976027767,6.307387519,1.050657428,0,1.980375388,1.877103148,3.859083958,0,1.032812234,2.010124244,3.955598794,1.031218705,2.117009868,2.808285076,1.97659249,1.876803979,7.299136221,1.025891222,0,4.976170881,6.496579881,4.487803283,0.973966139,3.910386452,2.141235065,7.695683915,2.142603096,2.083294311,12.37223354
Dera,856.6824228,953.1141692,855.4285088,869.6407408,956.0197368,960.3008891,1073.961893,977.3152542,847.5120713,866.3643486,878.5040553,784.9372982,929.6824629,890.0097286,1126.090826,1051.0954,797.5529616,874.6421769,873.6522521,900.9219564,1004.347506,976.1226853,1121.628917,1003.721592,907.4338238,871.6996945,898.4112873,946.4258988,1053.346736,1163.433481,936.4407929,964.0031964
Dgat1,248.2994089,291.9028718,288.510665,319.16108,262.2071097,225.891347,321.0709161,263.3899267,366.9736654,329.9516784,335.6410842,275.7608666,272.3718351,317.4368032,296.9909871,294.2643717,303.2947882,373.5759806,307.7958525,340.9739349,301.6120192,294.8703945,307.5273604,267.4425384,372.4876725,428.5451012,440.8960724,437.8825708,282.8163839,324.6043691,317.7023825,295.9025854
Dgat2,10641.26192,9707.402531,11502.25788,9568.000205,10158.49813,11711.67835,12216.95157,11556.48058,7164.902716,8435.957532,7817.032208,8357.516601,10177.25905,9910.752778,16283.97457,12136.81757,10323.25594,8715.784585,7898.529545,8900.775254,10313.28445,9458.037231,10045.89377,10588.34244,7074.573095,6085.340437,5809.85667,6778.079599,10247.76509,9943.820969,10982.08596,11317.50063
Dgka,108.816474,99.78788268,117.8740071,118.0993599,115.3350861,96.66048336,93.47634266,132.685151,149.2297003,124.4554576,116.744725,101.215599,96.48596372,124.601362,122.7150259,163.0097598,89.86512244,105.7476982,70.38014921,91.76056963,87.20075384,86.88970873,132.3661454,84.45553845,121.1706886,86.68298638,130.0203495,82.43755001,114.4732982,59.99288669,62.49882934,60.83014822
Dgkb,1.978481346,5.595582206,0,0.976027767,2.70316608,0,5.080236014,0,0,0,0.972872708,0,1.005062122,0,1.031218705,2.117009868,0.936095025,0.988296245,0,0,0,0,4.976170881,0,0,0,0,1.070617533,0,0,0,0
Dgkd,305.6753679,353.454276,432.2046928,397.2433014,468.5487871,291.0321075,324.1190577,359.438133,402.6386252,332.8459914,332.7224661,374.9108411,320.614817,407.4266758,366.0826404,304.849421,329.5054489,335.0324271,424.1576992,430.649037,436.0037692,424.280599,471.7409995,373.5533431,438.0096004,407.1178462,395.9266282,408.9758974,345.3438157,328.8895753,363.5348573,353.6396753
Dgke,21.76329481,44.76465765,40.4139453,58.56166605,44.15171263,17.86117627,31.49746329,35.64675699,24.40234092,25.08404573,41.83352644,46.47655055,19.09618032,50.43388462,36.09265468,34.93066282,40.25208609,34.59036858,50.67370743,39.62388234,18.46604199,52.6884404,45.7807721,41.14500591,38.59510823,53.56813765,43.99184758,38.54223117,53.86978741,29.99644335,30.20776751,32.99262277
Dgkg,0.989240673,1.865194069,2.245219183,1.952055535,1.80211072,9.455916851,0,1.980375388,3.754206296,0.96477099,1.945745416,0,1.005062122,2.966699095,0,0,0,0,2.815205968,1.042733746,2.051782443,3.697434414,0,0,0.897560657,1.947932278,1.955193226,0,2.885881468,3.213904644,3.124941467,8.248155691
Dgkh,28.68797952,79.27074793,57.25308917,81.0103047,28.83377152,39.92498226,29.46536888,32.67619391,132.3357719,110.9486638,118.6904704,48.54217502,37.18729852,50.43388462,37.12387339,40.22318749,41.18818112,47.43821976,55.36571738,56.30762227,33.85441031,36.04998554,12.93804429,46.55882248,184.8974953,357.4455731,236.5783803,346.8800805,46.17410349,27.85384025,41.66588623,36.08568115
Dgkq,303.6968866,341.3305146,378.3194324,373.818635,401.8706905,341.4636641,365.776993,347.5558807,361.342356,368.542518,352.1799203,353.2217842,335.6907488,443.0270649,418.6747943,300.6154013,339.8024942,323.1728721,425.0961012,419.1789658,342.647668,453.8600743,371.2223477,376.8016331,396.7218102,349.6538439,350.957184,224.8296818,304.9414751,292.4653226,314.577441,328.8952082
Dgkz,1060.466001,1190.926413,1139.448735,1350.82243,1348.879874,1173.584347,1008.934872,1027.814827,1175.066571,1302.440836,1142.152559,1193.930943,1057.325352,1459.615955,1092.060609,1128.36626,1267.472664,1462.678443,1482.675143,1371.194876,1182.852579,1357.882788,1304.752005,1029.707911,1511.492146,1267.129947,1404.806333,1316.859565,1207.260414,978.0983134,1179.14458,1145.462622
Dguok,176.0848398,148.2829285,213.2958224,142.5000541,181.1121273,166.0038736,166.6317413,199.0277265,157.6766644,148.5747324,170.2527239,170.4140187,158.7998153,162.1795505,142.3081813,175.7118191,181.6024349,176.9050279,196.1260158,147.0254582,119.0033817,189.4935137,130.3756771,173.2421301,168.7414034,168.4961421,177.9225835,207.6998013,202.0117028,183.1925647,211.4543726,157.7459776
Dhcr24,18684.77783,21638.11639,17951.64998,24062.01255,17411.99377,12483.91156,20798.48624,17356.0099,23804.48357,19496.09216,17529.22045,20380.48382,25307.46423,15690.87152,21482.34807,17734.19167,27347.08007,21331.38615,24981.19936,23695.08164,17707.90838,25330.19881,20291.82962,12573.0476,23418.25509,22190.84451,20214.74276,26782.56819,16556.30198,15867.04723,14445.56275,15397.24464
Dhcr7,2234.69468,2631.788831,2200.3148,2733.853777,2619.367931,1876.474166,5378.953892,1909.081874,3209.846383,2463.060336,1626.643168,1938.588564,5498.69487,2174.590437,3299.899857,1975.170207,2749.31109,1973.627601,2159.262978,2957.192903,1880.458609,3293.489704,1914.830555,1411.923361,2450.340592,2171.94449,2425.417197,4066.205389,1524.707376,3258.899309,1565.595675,1236.192334
Dhfr,700.3823965,759.133986,776.8458374,734.9489089,768.600222,712.3457361,630.9653129,953.5507495,649.4776892,590.4398456,565.2390433,625.8842141,711.5839824,786.1752603,876.5358995,1024.632776,820.9553373,1024.863206,917.7571456,793.5203805,1040.253699,885.5355421,988.2675369,1092.508183,762.0289974,727.5527059,698.9815782,672.3478104,877.3079663,983.4548211,934.3574986,908.3281455
Dhodh,125.6335655,105.3834649,118.9966167,100.5308601,135.158304,131.3321785,123.9577587,121.7930864,105.1177763,96.47709895,143.0122881,81.59216652,132.6682001,106.8011674,106.2155266,130.1961069,113.2674981,138.3614743,83.51777706,120.9571145,126.1846203,139.5781491,97.53294926,135.3454142,96.93655091,90.57885094,101.6700477,80.29631494,93.31016747,103.9162502,102.0814213,112.3811213
Dhrs3,2899.464412,2532.000948,3987.509269,2647.963333,2305.800666,3751.897675,3023.756475,2925.014449,2565.061452,2808.44835,2973.098995,2774.133662,3208.158294,2347.647884,2569.797013,3848.72394,2534.009234,3231.728721,2340.374562,2182.44173,3507.522087,1584.350646,2399.509599,2800.025929,2404.564999,2520.624368,1963.991595,2752.557676,2583.825875,3029.640778,3174.94053,1992.960619
Dhrs4,1945.836404,1816.699023,1890.474552,1871.04523,1062.344269,841.5765997,1035.3521,1113.961156,2067.629117,2106.09507,2701.66751,2579.964962,1004.05706,1017.57779,897.1602736,1011.930717,1887.167571,2103.094409,1796.101408,1951.997572,1289.545266,1209.061053,1068.881505,977.735272,2271.726022,3238.437413,3217.270453,2979.528593,1241.890992,1321.98611,1528.096377,1211.447867
Dhrs9,42.53734894,44.76465765,60.62091795,92.72263791,73.88653951,65.14076053,32.51351049,27.72525544,79.77688379,49.20332047,72.96545309,41.31248938,67.33916218,136.4681584,40.2175295,16.93607895,43.06037117,22.73081364,136.0682885,20.85467492,32.82851909,97.05765336,95.54248091,34.64842603,31.41462298,80.83918955,46.92463742,36.40099611,93.31016747,26.7825387,15.62470733,55.67505092
Dio1,3421.783488,3256.628844,2716.715212,2632.346889,3694.326976,2963.904604,3111.136535,4061.749922,2796.88369,1789.650186,2692.911656,2534.521223,3448.368141,3235.679813,3461.801194,3138.46713,3383.983517,4003.588089,3517.130656,3519.226392,4830.921763,4404.568746,4728.357571,4021.382946,2382.125983,2175.840355,1608.146428,2379.982775,3486.144814,4855.138616,4000.966725,5810.825685
Dio3,1.978481346,0,2.245219183,2.928083302,0.90105536,0,1.016047203,0.990187694,1.877103148,0,0.972872708,0,0,0,0,3.175514802,5.616570152,0.988296245,1.876803979,4.170934983,1.025891222,0,1.990468352,1.082763313,1.795121313,2.921898417,11.73115935,5.353087663,2.885881468,0,4.166588623,6.186116768
Dlat,929.8862326,1323.355192,1228.134893,1599.709511,950.6134047,783.7904412,1047.544666,830.7674754,1487.604245,1847.536445,1369.804773,1409.7887,933.7027114,1024.500088,953.8773024,915.606768,1221.604008,1119.739646,1482.675143,1942.612968,818.6611949,1000.156009,836.9919421,698.3823372,1964.760277,1650.872606,1880.895883,1352.189944,811.894653,1100.22669,783.3186611,544.3782756
Dld,1276.120468,1354.130894,1320.18888,1331.301875,1183.085688,1237.67445,1207.064077,1324.871135,1157.234091,1264.814767,1428.177135,1312.70435,1390.000915,1223.268927,1142.590325,1336.891732,1226.284483,1263.042601,1199.277742,1354.511136,1236.198922,1194.271316,1302.761537,1159.639509,1358.906834,1549.580127,1290.427529,1287.952892,1057.194578,1283.419255,987.4815036,1174.331167
Dlst,3268.451183,3701.47763,3046.762432,3479.538991,2725.692464,2752.722461,2987.178776,2784.407796,4335.16972,4363.659186,4493.699038,4069.280204,3067.449597,2372.370377,3029.720556,2841.027243,3662.939834,3844.472393,3624.108483,4093.772686,2933.023003,2870.133464,3049.397516,2818.432905,4950.944582,5550.633027,5246.761021,5629.306986,2755.054842,3169.981281,2891.612504,2883.761434
Dmac2l,74.19305047,76.47295682,106.6479112,76.13016586,65.77704127,101.9137705,72.1393514,84.16595401,75.08412592,103.2304959,101.1787616,77.46091758,75.37965916,81.08977527,89.71602736,133.3716217,102.0343578,114.6423644,93.84019894,78.20503093,92.33020995,84.11663292,70.66162651,90.95211833,92.44874763,125.6416319,99.71485452,103.8499007,96.19604894,83.56152075,114.5811871,115.4741797
Dmgdh,6932.598636,6940.38713,8718.186088,6550.122348,9087.143304,9444.359619,11472.18897,10313.79502,6214.149971,6013.417578,5416.955238,5880.832863,12573.32715,8286.979473,9959.510255,11076.19563,6192.268593,4839.686712,5408.949067,6266.829812,10047.57862,7243.274017,8310.205371,8742.230993,5179.822549,5653.873438,4554.62262,5335.957782,6698.130888,7823.715206,5585.312049,7480.046193
Dolpp1,417.459564,338.5327235,362.6028981,354.2980796,284.7334937,307.8426264,314.9746329,304.9778098,321.9231899,377.2254569,310.3463938,430.6827018,367.8527367,342.1592957,474.3606044,323.9025098,391.2877206,441.7684215,299.3502346,375.3841485,329.3110821,325.3742284,310.513063,305.3392544,355.43402,351.6017762,364.6435366,367.2218137,389.5939982,389.9537635,402.0758021,376.3221034
Dot1l,456.0399502,511.0631749,440.0629599,584.6406327,546.9406034,556.8484368,521.232215,431.7218347,537.7900519,558.6024029,659.607696,520.5373662,616.1030808,570.595126,532.1088519,405.4073897,585.9954859,399.271683,588.3780474,465.0592506,503.7125898,560.1613137,494.6313855,446.0984851,466.7315414,588.275548,519.1038015,486.0603598,407.8712475,367.456431,483.3242802,588.7121125
Dpep1,10.8816474,17.71934365,11.22609592,5.856166605,28.83377152,19.96249113,18.28884965,18.81356619,12.20117046,13.50679385,16.53883603,11.36093458,17.08605608,19.77799397,14.43706187,27.52112829,10.29704528,20.75422115,11.26082387,21.89740866,26.67317176,12.01666185,17.91421517,18.40697633,9.873167222,15.58345823,32.26068823,12.84741039,19.23920979,14.99822167,16.66635449,31.9616033
Dpep2,0.989240673,7.460776275,2.245219183,2.928083302,9.010553599,5.253287139,1.016047203,6.931313859,4.69275787,0.96477099,0.972872708,0,5.025310611,23.73359276,1.031218705,3.175514802,1.872190051,0.988296245,0.938401989,3.128201237,7.181238551,4.621793017,6.966639233,4.331053254,0.897560657,3.895864557,4.887983065,2.141235065,8.657644405,0,7.29153009,8.248155691
Dpm1,436.2551368,456.9725469,624.1709329,429.4522177,525.3152748,475.9478148,461.2854301,526.7798533,369.7893201,390.7322508,526.324135,569.0795412,474.3893216,434.1269676,478.4854792,523.9599424,410.0096211,516.8789362,398.8208455,563.0762227,532.437544,391.0036893,480.6981071,578.1956094,408.3900987,384.716625,435.0304927,450.7299812,470.3986793,436.0197301,591.6555844,582.5259957
Dpm2,348.2127169,306.8244243,376.0742132,242.0548863,309.0619884,322.5518303,325.1351049,315.8698744,259.0402344,302.9380907,290.8889397,317.073356,321.6198791,246.2360249,334.1148605,320.726995,295.806028,312.3016134,264.629361,318.0337925,256.4728054,267.1396364,286.6274427,308.5875443,252.2145445,243.4915348,300.1221602,311.549702,346.3057762,254.9697684,407.2840379,308.274819
Dpm3,233.4607988,243.407826,351.3768022,277.191886,251.3944454,245.8538381,237.7550455,216.851105,302.2136068,235.4041214,230.5708318,261.3014953,258.3009654,206.680037,244.3988331,176.770324,205.0048106,298.465466,249.6149292,242.9569628,238.0067634,262.5178434,253.7847149,244.7045088,212.7218756,249.3353316,217.0264481,273.0074708,230.8705175,204.6185957,366.6597988,239.196515
Dpyd,6538.880848,6337.929446,6825.466317,6626.252514,5598.256951,4974.862921,6422.434369,6172.830086,5149.832486,5513.666205,5299.23764,6690.557655,6913.822338,5420.159247,6139.876171,6722.564836,7051.603826,4442.391622,5647.303172,6492.060301,6027.110927,5224.474827,5437.959538,6346.07578,5670.788228,5464.924007,4682.687776,4455.91017,4908.884377,6036.784223,4086.381792,5161.283424
Dpys,3940.1456,2951.669614,4378.177407,3392.67252,3589.804554,3839.102241,3990.017365,4641.009723,3177.935629,3227.15896,3922.622758,3561.136584,3935.82327,3874.509018,3742.292681,4495.470455,3593.668803,3231.728721,2916.553383,3142.79951,4655.494364,2512.406684,3676.395047,4041.955449,3207.881787,3959.172356,3633.72661,3052.330585,4363.45278,4437.331012,4457.208179,4082.837067
Dpysl2,31.65570154,27.045314,32.55567816,40.99316623,53.16226623,39.92498226,52.83445454,38.61732007,49.74323342,48.23854948,28.21330853,33.0499915,47.23791974,52.41168402,63.93555973,50.80823684,37.44380102,29.64888735,21.58324576,39.62388234,30.77673665,42.52049576,49.76170881,48.7243491,37.69754758,26.29708576,29.32789839,31.04790844,50.98390594,46.06596657,32.29106183,39.17873953
Dpysl3,34.62342355,52.22543393,30.31045897,48.80138837,42.34960191,57.78615853,40.64188811,58.42107396,52.55888814,55.95671739,49.6165081,37.18124044,20.10124244,43.51158673,52.59215397,38.10617763,46.80475127,35.57866482,60.99612931,32.32474612,48.21688742,67.47817805,68.67115815,48.7243491,48.46827545,44.8024424,46.92463742,41.75408377,56.75566887,56.77898205,38.54094476,40.209759
Dtymk,137.5044535,153.8785107,197.5792881,183.4932203,193.7269024,245.8538381,183.9045437,168.331908,138.9056329,161.1167552,177.0628328,117.7405947,190.9618032,181.9575445,223.774459,137.6056414,171.3053896,181.8465091,185.8035939,128.2562507,159.0131394,162.6871142,172.1755125,194.8973964,135.5316591,177.2618373,164.236231,200.2054786,192.3920979,193.9055802,186.4548409,200.0177755
Duox1,0,1.865194069,0,0,3.60422144,0,0,0,0,0,0,0,0,0,0,0,0,0,4.692009947,0,0,0.924358603,0,0,5.385363939,3.895864557,1.955193226,6.423705195,0,2.142603096,3.124941467,0
Duox2,0.989240673,0,0,0.976027767,0.90105536,3.151972284,0,0,0,0,0,0,0,2.966699095,2.062437411,0,2.808285076,0,0,0,0,0,0.995234176,2.165526627,0,0,3.910386452,0,0,1.071301548,2.083294311,2.062038923
Dusp11,921.9723072,899.0235412,1021.574728,720.3084924,796.5329381,978.1620653,777.2761101,730.7585183,900.0709594,924.250608,1005.95038,928.4981988,864.353425,735.7413756,714.6345627,943.1278963,765.7257308,602.8607095,800.456897,791.4349131,751.9782655,711.7561247,694.6734549,871.6244673,792.5460598,746.0580626,865.1730024,793.3275916,867.6883614,685.6329908,1084.354689,1009.368053
Dut,90.02090124,113.7768382,106.6479112,120.0514154,131.5540825,68.29273281,115.8293811,128.7244002,101.36357,107.0895798,118.6904704,134.2655905,147.7441319,101.8566689,106.2155266,99.4994638,126.3728284,93.88814328,99.47061088,110.5297771,115.925708,87.81406733,103.5043543,152.6696272,120.273128,88.63091866,132.9531394,158.4513948,122.1689822,146.7683121,118.7477757,112.3811213
Ebp,3662.168971,3382.529444,3773.090837,2923.203164,3020.337566,3113.097959,4267.398252,3064.630913,3185.444042,3692.178577,3317.495934,3632.400629,4207.190043,2636.406596,3739.199025,3052.72823,3880.11388,3474.849598,2741.072211,3472.303373,3053.052276,3156.684631,2963.807377,3272.110733,3120.818403,3392.324063,3624.928241,4694.65788,2810.84855,3850.257764,3159.315823,3235.33907
Ech1,4980.826788,4966.079208,5660.197561,5239.317056,3072.598777,1983.641224,2682.364615,3201.276815,7093.572796,7074.665666,7427.883125,7223.488768,3184.036803,2791.663849,2193.402186,2525.592773,5622.186723,6219.34827,5070.185949,6018.659181,3524.962238,3302.73329,3295.220357,2491.438384,8307.821437,12206.71762,11820.12065,11611.91776,3025.365739,3448.519683,3852.011182,3599.28894
Echdc2,2376.156096,2174.816284,2687.527362,2355.155003,2476.100129,2522.628484,2305.411103,2117.02129,2400.814926,2264.317512,2183.126357,2252.563483,2115.655767,2163.71254,2566.703357,2372.109557,2278.455292,2690.142379,1991.289022,2222.065612,2108.20646,1943.926143,2238.281662,2500.100491,2033.872448,2106.688759,2308.105603,2478.479588,1886.40452,1925.128882,2502.036468,2121.838052
